[2, -1.74,0.50,-1, 0,0,0,0],
[2, -1.74,0.75,-1, 0,0,0,0],
[2, -1.74,1.00,-1, 0,0,0,0],
[2, -1.74,1.25,-1, 0,0,0,0],
[2, -1.74,1.50,-1, 0,0,0,0],
[2, -1.74,1.75,-1, 0,0,0,0],
[2, -1.74,2.00,-1, 0,0,0,0],
[2, -1.74,2.25,-1, 0,0,0,0],
[2, -1.74,2.50,-1, 0,0,0,0],



]"



]
]
